row_id,energy
95666,1693.5269
95667,1638.0385
95668,1594.3058
95669,1582.2349
95670,1582.2349
95671,1649.549
95672,1781.9813
95673,1890.5183
95674,1950.4745
95675,1980.1532
95676,2044.8745
95677,2134.0317
95678,2197.4978
95679,2204.859
95680,2204.859
95681,2204.859
95682,2204.859
95683,2215.841
95684,2222.6929
95685,2202.7031
95686,2202.7031
95687,2184.7673
95688,2092.2605
95689,1839.4104
95690,1749.5562
95691,1699.4335
95692,1655.7008
95693,1643.6299
95694,1643.6299
95695,1710.944
95696,1843.3763
95697,1951.9133
95698,2011.8695
95699,2038.9087
95700,2103.6296
95701,2192.7876
95702,2256.2537
95703,2263.6147
95704,2263.6147
95705,2263.6147
95706,2263.6147
95707,2269.3057
95708,2273.6296
95709,2253.64
95710,2253.64
95711,2235.704
95712,2143.472
95713,1846.1937
95714,1756.3395
95715,1706.2168
95716,1662.4841
95717,1650.4132
95718,1650.4132
95719,1717.7273
95720,1850.1597
95721,1958.6967
95722,2018.6528
95723,2045.692
95724,2110.4128
95725,2178.7231
95726,2242.1895
95727,2249.5505
95728,2249.5505
95729,2249.5505
95730,2249.5505
95731,2255.2415
95732,2259.5654
95733,2239.5757
95734,2239.5757
95735,2221.64
95736,2129.4075
95737,1850.0675
95738,1760.2133
95739,1710.0906
95740,1666.3579
95741,1654.287
95742,1654.287
95743,1721.6011
95744,1854.0334
95745,1962.5704
95746,2022.5266
95747,2029.0427
95748,2093.7632
95749,2162.0732
95750,2225.5398
95751,2232.901
95752,2232.901
95753,2232.901
95754,2232.901
95755,2238.5918
95756,2242.9158
95757,2222.926
95758,2222.926
95759,2204.9902
95760,2112.7573
95761,1817.4342
95762,1719.8253
95763,1669.7026
95764,1625.97
95765,1613.899
95766,1613.899
95767,1664.7368
95768,1797.1692
95769,1905.7062
95770,1965.6624
95771,1972.1785
95772,2016.5833
95773,2084.8928
95774,2146.3882
95775,2153.7493
95776,2153.7493
95777,2153.7493
95778,2153.7493
95779,2154.9802
95780,2159.3042
95781,2139.3145
95782,2139.3145
95783,2121.1536
95784,2028.9071
95785,1793.6422
95786,1686.4054
95787,1625.3318
95788,1581.5991
95789,1565.4978
95790,1565.4978
95791,1583.9191
95792,1685.3356
95793,1793.8726
95794,1853.8287
95795,1860.3448
95796,1904.7496
95797,1973.0599
95798,2034.5558
95799,2041.9169
95800,2041.9169
95801,2041.9169
95802,2041.9169
95803,2043.148
95804,2047.472
95805,2027.4818
95806,2027.4818
95807,2009.3209
95808,1920.8392
95809,1560.4681
95810,1502.0447
95811,1455.0685
95812,1428.8407
95813,1407.9038
95814,1407.9038
95815,1436.1313
95816,1512.6372
95817,1621.1742
95818,1681.1304
95819,1690.286
95820,1710.6375
95821,1732.0454
95822,1762.6721
95823,1770.0332
95824,1770.0332
95825,1774.7045
95826,1796.4537
95827,1841.1589
95828,1853.6427
95829,1833.6525
95830,1833.6525
95831,1815.7168
95832,1734.8121
95833,1638.458
95834,1585.5822
95835,1551.1255
95836,1529.4889
95837,1517.418
95838,1517.418
95839,1584.732
95840,1717.1644
95841,1825.7014
95842,1885.6576
95843,1894.8132
95844,1915.1647
95845,1936.5726
95846,1959.1986
95847,1966.5597
95848,1966.5597
95849,1966.5597
95850,1966.5597
95851,1977.5416
95852,1984.3933
95853,1964.4031
95854,1964.4031
95855,1946.4674
95856,1853.961
95857,1670.5472
95858,1599.9272
95859,1565.4706
95860,1543.834
95861,1531.7631
95862,1531.7631
95863,1599.0771
95864,1731.5095
95865,1840.0465
95866,1900.0027
95867,1906.5188
95868,1926.8702
95869,1948.2782
95870,1970.9042
95871,1978.2653
95872,1978.2653
95873,1978.2653
95874,1978.2653
95875,1983.9558
95876,1988.2799
95877,1968.2897
95878,1968.2897
95879,1950.354
95880,1858.1224
95881,1670.5472
95882,1599.9272
95883,1565.4706
95884,1543.834
95885,1531.7631
95886,1531.7631
95887,1599.0771
95888,1731.5095
95889,1840.0465
95890,1900.0027
95891,1906.5188
95892,1926.8702
95893,1948.2782
95894,1970.9042
95895,1978.2653
95896,1978.2653
95897,1978.2653
95898,1978.2653
95899,1983.9558
95900,1988.2799
95901,1968.2897
95902,1968.2897
95903,1950.354
95904,1858.1224
95905,1670.5472
95906,1599.9272
95907,1565.4706
95908,1543.834
95909,1531.7631
95910,1531.7631
95911,1599.0771
95912,1731.5095
95913,1840.0465
95914,1900.0027
95915,1906.5188
95916,1926.8702
95917,1948.2782
95918,1970.9042
95919,1978.2653
95920,1978.2653
95921,1978.2653
95922,1978.2653
95923,1983.9558
95924,1988.2799
95925,1968.2897
95926,1968.2897
95927,1950.354
95928,1858.1224
95929,1674.7303
95930,1596.3557
95931,1561.899
95932,1540.2625
95933,1528.1915
95934,1528.1915
95935,1579.0293
95936,1711.4617
95937,1819.9987
95938,1879.9548
95939,1886.471
95940,1906.8224
95941,1928.2303
95942,1948.886
95943,1956.2471
95944,1956.2471
95945,1956.2471
95946,1956.2471
95947,1957.4781
95948,1961.8022
95949,1941.812
95950,1941.812
95951,1923.6511
95952,1831.4037
95953,1653.9648
95954,1565.9623
95955,1516.3196
95956,1494.683
95957,1478.5817
95958,1478.5817
95959,1497.0029
95960,1598.4194
95961,1706.9564
95962,1766.9126
95963,1773.4287
95964,1793.7802
95965,1815.1881
95966,1835.8438
95967,1843.2048
95968,1843.2048
95969,1843.2048
95970,1843.2048
95971,1844.4359
95972,1848.76
95973,1828.7698
95974,1828.7698
95975,1810.6089
95976,1722.1272
95977,1561.3787
95978,1502.9552
95979,1455.979
95980,1429.7512
95981,1408.8143
95982,1408.8143
95983,1437.0419
95984,1513.5477
95985,1622.0847
95986,1682.0409
95987,1691.1965
95988,1711.548
95989,1732.9559
95990,1763.5826
95991,1770.9437
95992,1770.9437
95993,1775.615
95994,1797.3643
95995,1842.0695
95996,1854.5532
95997,1834.563
95998,1834.563
95999,1816.6273
96000,1735.7227
96001,1638.458
96002,1585.5822
96003,1551.1255
96004,1529.4889
96005,1517.418
96006,1517.418
96007,1584.732
96008,1717.1644
96009,1825.7014
96010,1885.6576
96011,1894.8132
96012,1915.1647
96013,1936.5726
96014,1959.1986
96015,1966.5597
96016,1966.5597
96017,1966.5597
96018,1966.5597
96019,1977.5416
96020,1984.3933
96021,1964.4031
96022,1964.4031
96023,1946.4674
96024,1853.961
96025,1670.5472
96026,1599.9272
96027,1565.4706
96028,1543.834
96029,1531.7631
96030,1531.7631
96031,1599.0771
96032,1731.5095
96033,1840.0465
96034,1900.0027
96035,1906.5188
96036,1926.8702
96037,1948.2782
96038,1970.9042
96039,1978.2653
96040,1978.2653
96041,1978.2653
96042,1978.2653
96043,1983.9558
96044,1988.2799
96045,1968.2897
96046,1968.2897
96047,1950.354
96048,1851.7966
96049,1652.261
96050,1587.3235
96051,1552.8668
96052,1539.1283
96053,1527.0574
96054,1527.0574
96055,1594.3715
96056,1726.8038
96057,1835.3408
96058,1895.297
96059,1901.8131
96060,1922.1646
96061,1931.0153
96062,1943.7051
96063,1943.7051
96064,1943.7051
96065,1943.7051
96066,1943.7051
96067,1949.3956
96068,1953.7197
96069,1941.7738
96070,1941.7738
96071,1923.8381
96072,1844.9263
96073,1652.261
96074,1587.3235
96075,1552.8668
96076,1539.1283
96077,1527.0574
96078,1527.0574
96079,1594.3715
96080,1726.8038
96081,1835.3408
96082,1895.297
96083,1901.8131
96084,1922.1646
96085,1931.0153
96086,1943.7051
96087,1943.7051
96088,1943.7051
96089,1943.7051
96090,1943.7051
96091,1949.3956
96092,1953.7197
96093,1941.7738
96094,1941.7738
96095,1923.8381
96096,1844.9263
96097,1656.4441
96098,1583.752
96099,1549.2953
96100,1535.5568
96101,1523.4858
96102,1523.4858
96103,1574.3236
96104,1706.756
96105,1815.293
96106,1875.2491
96107,1881.7653
96108,1902.1167
96109,1910.9674
96110,1921.6869
96111,1921.6869
96112,1921.6869
96113,1921.6869
96114,1921.6869
96115,1922.918
96116,1927.2421
96117,1915.2961
96118,1915.2961
96119,1897.1353
96120,1818.2075
96121,1635.6786
96122,1553.3585
96123,1503.7158
96124,1489.9773
96125,1473.876
96126,1473.876
96127,1492.2972
96128,1593.7137
96129,1702.2507
96130,1762.2069
96131,1768.723
96132,1789.0745
96133,1797.9252
96134,1808.6447
96135,1808.6447
96136,1808.6447
96137,1808.6447
96138,1808.6447
96139,1809.8757
96140,1814.1998
96141,1802.2539
96142,1802.2539
96143,1784.093
96144,1708.931
96145,1543.0924
96146,1490.3514
96147,1443.3752
96148,1425.0455
96149,1404.1086
96150,1404.1086
96151,1432.3362
96152,1508.842
96153,1617.379
96154,1677.3352
96155,1686.4908
96156,1706.8423
96157,1715.693
96158,1736.3835
96159,1736.3835
96160,1736.3835
96161,1741.0548
96162,1762.8041
96163,1807.5093
96164,1819.993
96165,1808.0471
96166,1808.0471
96167,1790.1115
96168,1722.5265
96169,1620.1718
96170,1572.9784
96171,1538.5217
96172,1524.7832
96173,1512.7123
96174,1512.7123
96175,1580.0264
96176,1712.4587
96177,1820.9957
96178,1880.9519
96179,1890.1075
96180,1910.459
96181,1919.3097
96182,1931.9995
96183,1931.9995
96184,1931.9995
96185,1931.9995
96186,1931.9995
96187,1942.9814
96188,1949.8331
96189,1937.8872
96190,1937.8872
96191,1919.9515
96192,1840.7649
96193,1652.261
96194,1587.3235
96195,1552.8668
96196,1539.1283
96197,1527.0574
96198,1527.0574
96199,1594.3715
96200,1726.8038
96201,1835.3408
96202,1895.297
96203,1901.8131
96204,1922.1646
96205,1931.0153
96206,1943.7051
96207,1943.7051
96208,1943.7051
96209,1943.7051
96210,1943.7051
96211,1949.3956
96212,1953.7197
96213,1941.7738
96214,1941.7738
96215,1923.8381
96216,1844.9263
96217,1652.261
96218,1587.3235
96219,1552.8668
96220,1539.1283
96221,1527.0574
96222,1527.0574
96223,1594.3715
96224,1726.8038
96225,1835.3408
96226,1895.297
96227,1901.8131
96228,1922.1646
96229,1931.0153
96230,1943.7051
96231,1943.7051
96232,1943.7051
96233,1943.7051
96234,1943.7051
96235,1949.3956
96236,1953.7197
96237,1941.7738
96238,1941.7738
96239,1923.8381
96240,1844.9263
96241,1652.261
96242,1587.3235
96243,1552.8668
96244,1539.1283
96245,1527.0574
96246,1527.0574
96247,1594.3715
96248,1726.8038
96249,1835.3408
96250,1895.297
96251,1901.8131
96252,1922.1646
96253,1931.0153
96254,1943.7051
96255,1943.7051
96256,1943.7051
96257,1943.7051
96258,1943.7051
96259,1949.3956
96260,1953.7197
96261,1941.7738
96262,1941.7738
96263,1923.8381
96264,1844.9263
96265,1647.0553
96266,1574.3632
96267,1539.9065
96268,1526.168
96269,1514.097
96270,1514.097
96271,1564.9348
96272,1697.3672
96273,1805.9042
96274,1865.8604
96275,1872.3765
96276,1892.7279
96277,1901.5786
96278,1912.2981
96279,1912.2981
96280,1912.2981
96281,1912.2981
96282,1912.2981
96283,1913.5292
96284,1917.8533
96285,1905.9073
96286,1905.9073
96287,1887.7465
96288,1808.8187
96289,1598.4465
96290,1516.1265
96291,1466.4838
96292,1452.7452
96293,1442.7319
96294,1442.7319
96295,1461.1532
96296,1562.5697
96297,1671.1067
96298,1731.0629
96299,1737.579
96300,1757.9304
96301,1755.9688
96302,1766.6882
96303,1766.6882
96304,1766.6882
96305,1766.6882
96306,1766.6882
96307,1767.9193
96308,1772.2434
96309,1766.9167
96310,1766.9167
96311,1748.7559
96312,1668.0353
96313,1487.3173
96314,1437.7761
96315,1390.7999
96316,1377.4082
96317,1368.5422
96318,1368.5422
96319,1396.7698
96320,1473.2756
96321,1581.8126
96322,1641.7688
96323,1650.9244
96324,1661.5388
96325,1659.5771
96326,1665.157
96327,1665.157
96328,1665.157
96329,1669.8282
96330,1691.5775
96331,1736.2827
96332,1754.6685
96333,1754.6685
96334,1754.6685
96335,1736.7328
96336,1663.5892
96337,1564.3966
96338,1520.4031
96339,1485.9464
96340,1477.1459
96341,1477.1459
96342,1477.1459
96343,1544.46
96344,1676.8923
96345,1785.4293
96346,1845.3855
96347,1854.5411
96348,1865.1555
96349,1863.1938
96350,1860.773
96351,1860.773
96352,1860.773
96353,1860.773
96354,1860.773
96355,1871.7549
96356,1884.5085
96357,1884.5085
96358,1884.5085
96359,1866.5729
96360,1781.8276
96361,1596.4858
96362,1534.7482
96363,1500.2915
96364,1491.491
96365,1491.491
96366,1491.491
96367,1558.805
96368,1691.2374
96369,1799.7744
96370,1859.7306
96371,1866.2467
96372,1876.8611
96373,1874.8994
96374,1872.4785
96375,1872.4785
96376,1872.4785
96377,1872.4785
96378,1872.4785
96379,1878.1691
96380,1888.3951
96381,1888.3951
96382,1888.3951
96383,1870.4595
96384,1785.989
96385,1596.4858
96386,1534.7482
96387,1500.2915
96388,1491.491
96389,1491.491
96390,1491.491
96391,1558.805
96392,1691.2374
96393,1799.7744
96394,1859.7306
96395,1866.2467
96396,1876.8611
96397,1874.8994
96398,1872.4785
96399,1872.4785
96400,1872.4785
96401,1872.4785
96402,1872.4785
96403,1878.1691
96404,1888.3951
96405,1888.3951
96406,1888.3951
96407,1870.4595
96408,1785.989
96409,1600.3596
96410,1538.622
96411,1504.1653
96412,1495.3647
96413,1495.3647
96414,1495.3647
96415,1562.6788
96416,1695.1112
96417,1803.6482
96418,1863.6044
96419,1870.1205
96420,1880.7349
96421,1878.7732
96422,1876.3523
96423,1876.3523
96424,1876.3523
96425,1876.3523
96426,1876.3523
96427,1882.0428
96428,1892.2689
96429,1892.2689
96430,1892.2689
96431,1874.3333
96432,1789.8628
96433,1604.5427
96434,1535.0504
96435,1500.5938
96436,1491.7932
96437,1491.7932
96438,1491.7932
96439,1542.631
96440,1675.0634
96441,1783.6003
96442,1843.5565
96443,1850.0726
96444,1860.687
96445,1858.7253
96446,1854.3341
96447,1854.3341
96448,1854.3341
96449,1854.3341
96450,1854.3341
96451,1855.5652
96452,1865.7913
96453,1865.7913
96454,1865.7913
96455,1847.6304
96456,1763.144
96457,1584.9858
96458,1505.8656
96459,1456.2229
96460,1447.4224
96461,1443.392
96462,1443.392
96463,1461.8132
96464,1563.2297
96465,1671.7667
96466,1731.7229
96467,1738.239
96468,1748.8534
96469,1746.8917
96470,1742.5005
96471,1742.5005
96472,1742.5005
96473,1742.5005
96474,1742.5005
96475,1743.7316
96476,1753.9576
96477,1753.9576
96478,1753.9576
96479,1735.7968
96480,1655.0762
96481,1498.6401
96482,1449.099
96483,1402.1228
96484,1388.7311
96485,1379.8651
96486,1379.8651
96487,1408.0927
96488,1484.5985
96489,1593.1355
96490,1653.0917
96491,1662.2473
96492,1672.8617
96493,1670.9
96494,1676.4799
96495,1676.4799
96496,1676.4799
96497,1681.1511
96498,1702.9004
96499,1747.6056
96500,1765.9913
96501,1765.9913
96502,1765.9913
96503,1748.0557
96504,1674.9121
96505,1576.63
96506,1532.6365
96507,1498.1798
96508,1489.3793
96509,1489.3793
96510,1489.3793
96511,1556.6934
96512,1689.1257
96513,1797.6627
96514,1857.6189
96515,1866.7745
96516,1877.3889
96517,1875.4272
96518,1873.0063
96519,1873.0063
96520,1873.0063
96521,1873.0063
96522,1873.0063
96523,1883.9883
96524,1896.742
96525,1896.742
96526,1896.742
96527,1878.8063
96528,1794.061
96529,1608.7192
96530,1546.9816
96531,1512.5249
96532,1503.7244
96533,1503.7244
96534,1503.7244
96535,1571.0385
96536,1703.4708
96537,1812.0078
96538,1871.964
96539,1878.4801
96540,1889.0945
96541,1887.1328
96542,1884.7119
96543,1884.7119
96544,1884.7119
96545,1884.7119
96546,1884.7119
96547,1890.4025
96548,1900.6285
96549,1900.6285
96550,1900.6285
96551,1882.6929
96552,1798.2224
96553,1608.7192
96554,1546.9816
96555,1512.5249
96556,1503.7244
96557,1503.7244
96558,1503.7244
96559,1571.0385
96560,1703.4708
96561,1812.0078
96562,1871.964
96563,1878.4801
96564,1889.0945
96565,1887.1328
96566,1884.7119
96567,1884.7119
96568,1884.7119
96569,1884.7119
96570,1884.7119
96571,1890.4025
